player	team	score	minutes	pm	tags	pops	grabs	drops	hold	captures	prevent	returns	pups	pupscomp	flaccids	longholds	handoff	goodhandoff	goregrab	coregrab	gohandoff	cohandoff	retinbase	quickret	saves	holdagainst	
C Bivvey		803	200	-20	287	190	111	104	510	7	3073	255	47	432	40	0	32	18	25	3	10	0	122	113	3	5384	
RacgiMan		1143	280	-1	367	258	157	142	829	12	4930	297	70	576	51	7	42	28	46	4	15	3	124	105	1	6597	
eee		352	90	-12	109	64	41	36	286	3	1015	94	33	207	6	2	11	6	14	1	4	0	38	35	0	2642	
First	KCX	760	240	-9	195	353	286	262	1686	20	1004	165	52	486	96	15	62	37	43	5	23	2	48	46	1	6301	
DAD.	2BP	33	12	-1	13	9	2	2	3	0	287	10	4	54	1	0	0	0	0	0	0	0	5	4	0	336	
#SelfySyntax	MIA	537	200	-22	135	373	320	295	1488	23	656	100	44	396	143	11	75	43	67	2	32	3	29	28	4	5058	
NEB.		594	170	-3	164	220	158	143	836	11	1591	125	55	342	54	5	39	27	34	3	10	0	50	44	0	4531	
AK 47		324	100	13	70	180	162	146	891	15	360	57	21	180	58	5	32	15	32	4	20	4	20	19	0	2373	
Suchit		547	120	7	185	117	92	76	616	14	1677	148	30	216	25	4	23	15	23	2	13	1	71	66	3	3053	
ez	MIA	772	200	19	183	295	267	235	1588	32	760	125	65	396	87	10	95	67	56	8	28	4	54	40	2	5014	
Fender	SNI	490	120	-12	114	211	196	175	1327	20	271	81	35	216	58	15	40	26	43	5	23	1	27	20	0	2803	
FLY		525	140	-13	195	133	70	66	447	4	1774	162	32	288	26	4	20	10	16	2	7	0	72	62	3	4013	
hz		491	120	18	146	112	72	62	562	9	1872	136	19	234	17	7	17	9	25	6	5	0	66	60	0	3082	
GeT_RiGhT		416	120	-9	164	121	71	66	332	4	1522	139	29	234	25	2	23	12	10	0	9	0	62	58	2	3578	
bubblez		0	2	-5	3	2	2	2	2	0	19	3	1	18	2	0	1	1	0	0	1	0	1	1	1	267	
omar		321	80	-6	115	81	49	44	257	3	1001	87	22	144	15	1	15	6	15	2	4	0	38	40	2	2207	
might dino	DPS	57	20	-6	16	30	21	19	149	2	96	13	4	36	6	2	7	5	2	0	6	1	3	2	0	680	
ref		313	80	-13	127	86	61	54	345	6	1114	101	19	144	29	4	14	7	10	2	10	2	45	49	0	2183	
q42		206	40	16	66	39	25	21	213	3	697	53	8	90	8	4	7	3	12	0	0	0	23	20	1	1303	
d0pe	QUE	101	40	-3	34	80	65	63	373	2	90	28	6	72	24	4	17	10	12	1	5	0	9	4	0	1015	
